hotel,date,y_p,y_pred_p
RKT08,2023-03-22,25.794197764143465,
RKT08,2023-03-23,62.88239668538499,
RKT08,2023-03-24,121.95244258805972,
RKT08,2023-03-25,84.62365511149544,
RKT08,2023-03-26,71.02701940118264,
RKT08,2023-03-27,64.80617455079177,
RKT08,2023-03-28,39.43843822795407,
RKT08,2023-03-29,56.92757790718592,
RKT08,2023-03-30,56.37469616382647,
RKT08,2023-03-31,100.09336010818586,
RKT08,2023-04-01,81.37975523508801,
RKT08,2023-04-02,65.11209422227448,
RKT08,2023-04-03,35.0593849124945,
RKT08,2023-04-04,60.10745291839302,
RKT08,2023-04-05,52.97625068641517,
RKT08,2023-04-06,92.91496339803331,
RKT08,2023-04-07,98.53737095567756,
RKT08,2023-04-08,81.59456252390231,
RKT08,2023-04-09,60.825490711346944,
RKT08,2023-04-10,81.16504137717487,
RKT08,2023-04-11,43.75567083281606,
RKT08,2023-04-12,42.82250715973639,
RKT08,2023-04-13,44.98792933121607,
RKT08,2023-04-14,106.9638616476713,
RKT08,2023-04-15,82.9674559872049,
RKT08,2023-04-16,61.17075626780693,
RKT08,2023-04-17,47.31339337436526,
RKT08,2023-04-18,43.80568390147587,
RKT08,2023-04-19,57.4798537809323,
RKT08,2023-04-20,89.42993354048302,
RKT08,2023-04-21,84.30082523695522,
RKT08,2023-04-22,79.39077829624038,
RKT08,2023-04-23,62.28457323584936,
RKT08,2023-04-24,73.5137910449035,
RKT08,2023-04-25,31.017833250241317,
RKT08,2023-04-26,46.83124913980039,
RKT08,2023-04-27,98.44102411119161,
RKT08,2023-04-28,92.17503950737918,
RKT08,2023-04-29,84.10869702121408,
RKT08,2023-04-30,118.96177940087809,
RKT08,2023-05-01,65.96831963083162,
RKT08,2023-05-02,137.46069583303472,
RKT08,2023-05-03,140.63898578888043,
RKT08,2023-05-04,80.60689174122517,
RKT08,2023-05-05,80.04776337621144,
RKT08,2023-05-06,82.39855158276237,
RKT08,2023-05-07,50.1644200939819,
RKT08,2023-05-08,42.23385969110193,
RKT08,2023-05-09,133.8056501563644,
